strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
360,SPY260717C00360000,SPY260717P00360000,4,20792,1,2,2.99219001953125,1.96875015625,389.63,0,392.84,0.01,373.85,0.01,121,-628352,-628231,3,6.8
365,SPY260717C00365000,SPY260717P00365000,10,2637,43,101,2.9414088964843748,1.9375003125,385.06,0,387.84,0.01,382.84,0.01,301,-79367,-79066,144,6.66
370,SPY260717C00370000,SPY260717P00370000,1,6369,10,49,0.000010000000000000003,1.9062504687500001,368.15,0,370.93,0.01,355.11,0.01,0,0,0,59,0
375,SPY260717C00375000,SPY260717P00375000,5,2514,13,1,0.000010000000000000003,1.875000625,363.16,0,365.94,0.01,358.95,0.01,0,0,0,14,0
380,SPY260717C00380000,SPY260717P00380000,0,4303,0,10,0.000010000000000000003,1.8437507812499998,0,0,0,0.01,358.86,0.01,0,0,0,10,0
385,SPY260717C00385000,SPY260717P00385000,0,11200,0,50,2.697268881835938,1.8125009374999999,364.96,0,367.78,0.01,352.07,0.01,0,-316189,-316189,50,5.77
390,,SPY260717P00390000,0,8284,0,2,0,1.75000125,0,0,0,0.01,0,0.01,0,-52095,-52095,2,1
395,SPY260717C00395000,SPY260717P00395000,0,9875,0,1,0.000010000000000000003,1.75000125,0,0,0,0.01,364.65,0.02,0,0,0,1,0
400,SPY260717C00400000,SPY260717P00400000,3,12234,1,4,2.610355036621094,1.6875015625,349.66,0,352.86,0.01,333.9,0.01,86,-349259,-349173,5,5.56
405,SPY260717C00405000,SPY260717P00405000,0,7368,4,1,2.5634801538085936,1.6875015625,344.73,0,347.86,0.01,325.39,0.01,0,-216776,-216776,5,5.67
410,SPY260717C00410000,SPY260717P00410000,0,9328,0,82,0.000010000000000000003,1.625001875,328.09,0,330.9,0.01,249.1,0.01,0,0,0,82,0
415,,SPY260717P00415000,0,1083,0,4,0,1.625001875,0,0,0,0.01,0,0.02,0,-7159,-7159,4,0.97
420,SPY260717C00420000,SPY260717P00420000,4,6062,1,1,2.425785185546875,1.5625021874999998,330.05,0,332.86,0.01,326.42,0.01,112,-169449,-169337,2,5.05
425,SPY260717C00425000,SPY260717P00425000,6,2313,6,100,2.518558391113281,1.5625021874999998,324.61,0,328.13,0.01,308.82,0.01,204,-78679,-78475,106,6.29
430,SPY260717C00430000,SPY260717P00430000,14,4817,4,1,2.3418010205078117,1.5000025,320.05,0,322.87,0.01,304.52,0.01,390,-134129,-133739,5,4.85
435,SPY260717C00435000,SPY260717P00435000,12,7945,4,1905,2.356449421386718,1.5000025,314.68,0,317.98,0.01,299.5,0.01,374,-247346,-246972,1909,5.44
