strike,call_symbol,put_symbol,call_oi,put_oi,call_volume,put_volume,call_iv,put_iv,call_bid,put_bid,call_ask,put_ask,call_last,put_last,call_gex,put_gex,total_gex,volume,probability
360,SPY260717C00360000,SPY260717P00360000,4,20792,1,2,2.6406283984375003,2.3125042187499996,391.47,0,394.8,0.01,392.04,0.01,38,-196902,-196864,3,1.74
365,,SPY260717P00365000,0,2637,0,101,0,2.2500043749999996,0,0,0,0.01,0,0.01,0,-13203,-13203,101,0.83
370,SPY260717C00370000,SPY260717P00370000,1,6369,10,49,0.000010000000000000003,2.1875045312499997,368.15,0,370.93,0.01,355.11,0.01,0,0,0,59,0
375,SPY260717C00375000,SPY260717P00375000,5,2514,13,1,0.000010000000000000003,2.1875045312499997,363.16,0,365.94,0.01,358.95,0.01,0,0,0,14,0
380,SPY260717C00380000,SPY260717P00380000,0,4303,0,10,0.000010000000000000003,2.1250046874999997,0,0,0,0.01,358.86,0.01,0,0,0,10,0
385,SPY260717C00385000,SPY260717P00385000,0,11200,0,50,2.56250359375,2.0625048437499998,366.51,0,369.83,0.01,352.07,0.01,0,-111004,-111004,50,1.7
390,,SPY260717P00390000,0,8284,0,2,0,2.0625048437499998,0,0,0,0.01,0,0.01,0,-37059,-37059,2,0.68
395,SPY260717C00395000,SPY260717P00395000,0,9875,0,1,0.000010000000000000003,2.000005,0,0,0,0.01,364.65,0.02,0,0,0,1,0
400,SPY260717C00400000,SPY260717P00400000,3,12234,1,4,3.4472670068359372,1.96875015625,351.63,0,354.45,0.01,333.9,0.01,97,-395890,-395793,5,6.49
405,SPY260717C00405000,SPY260717P00405000,0,7368,4,1,2.691409521484375,1.9375003125,346.58,0,350.09,0.01,325.39,0.01,0,-112962,-112962,5,2.63
410,SPY260717C00410000,SPY260717P00410000,0,9328,0,82,0.000010000000000000003,1.875000625,328.09,0,330.9,0.01,249.1,0.01,0,0,0,82,0
415,,SPY260717P00415000,0,1083,0,4,0,1.875000625,0,0,0,0.01,0,0.02,0,-4172,-4172,4,0.53
420,SPY260717C00420000,SPY260717P00420000,4,6062,1,1,2.58594103515625,1.8125009374999999,331.61,0,335.13,0.01,326.42,0.01,61,-92900,-92839,2,2.49
425,SPY260717C00425000,SPY260717P00425000,6,2313,6,100,3.1577169494628907,1.8125009374999999,326.66,0,329.47,0.01,308.82,0.01,197,-76120,-75923,106,6.05
430,SPY260717C00430000,SPY260717P00430000,14,4817,4,1,2.529300551757812,1.75000125,322,0,324.82,0.01,304.52,0.01,225,-77581,-77356,5,2.55
435,,SPY260717P00435000,0,7945,0,1905,0,1.71875140625,0,0,0,0.01,0,0.01,0,-25242,-25242,1905,0.4
